"COURS_IDNO","COURS_DATA_SET_TPCD","COURS_NM","COURS_SNNM","COURS_DSCRT","COURS_CTPRV_NM","COURS_EMNDN_NM","COURS_LTNO","COURS_ARA_NM","COURS_WEBS_ADDR","COURS_TOT_LNGTH","COURS_AVRG_GRDNT","COURS_TOP_HASLV","COURS_LOWST_HASLV","COURS_UPR_LNGTH","COURS_FTL_LNGTH","COURS_DST_LNGTH","COURS_DGDFF_VAL","DATA_STCD","COURS_RQRMN_TM","DATA_RGSTN_DTM","DATA_UPDT_DTM","DATA_CONNO","OPERT_TPCD","OCCRR_DTM","CNTCT_BGN_DTM","CNTCT_PRCES_DTM","CNTCT_PRCES_STCD","TRNSA_ID"
"398115","UCHK","장군대산_20190101_065509","장군대산_20190101_065509","장군대산_20190101_065509","경상남도","진주시 금산면","NA","기타","https://www.tranggle.com/profile_other/track_view/csh1648/CERT/ALL/2019/1046","4187.00","6.59","507.00","258.00","1.30","1.19","1.70","0","ACCEPT","0","2019-09-30 14:44:02","2019-12-17 21:00:35","398115","I","20190930144402000","20191217090000","20191217090035","S","trk_tx_191217210000002003"
"398116","UCHK","타종_20181231_152507","타종_20181231_152507","타종_20181231_152507","울산광역시","남구 달동","NA","기타","https://www.tranggle.com/profile_other/track_view/csh1648/CERT/ALL/2019/17","8646.00","0.86","75.00","14.00","0.20","8.25","0.20","0","ACCEPT","0","2019-09-30 14:44:02","2019-12-17 21:00:35","398116","I","20190930144402000","20191217090000","20191217090035","S","trk_tx_191217210000002003"
"398120","UCHK","경기도남양주시_20190101_062001","경기도남양주시_20190101_062001","경기도남양주시_20190101_062001","경기도","남양주시 화도읍","NA","경기도 남양주시","https://www.tranggle.com/profile_other/track_view/csh1648/CERT/ALL/2019/3059","7445.00","12.24","807.00","112.00","2.80","1.70","2.94","0","ACCEPT","0","2019-09-30 14:44:02","2019-12-17 21:00:35","398120","I","20190930144402000","20191217090000","20191217090035","S","trk_tx_191217210000002003"
"398121","UCHK","서울특별시종로구_20181230_124518","서울특별시종로구_20181230_124518","서울특별시종로구_20181230_124518","서울특별시","종로구 평창동","NA","기타","https://www.tranggle.com/profile_other/track_view/csh1648/CERT/ALL/2019/5083","4945.00","9.28","451.00","9.00","1.30","1.85","1.80","0","ACCEPT","0","2019-09-30 14:44:03","2019-12-17 21:00:35","398121","I","20190930144403000","20191217090000","20191217090035","S","trk_tx_191217210000002003"
"398123","UCHK","인천광역시남동구_20190101_064936","인천광역시남동구_20190101_064936","인천광역시남동구_20190101_064936","인천광역시","남동구 간석3동","NA","기타","https://www.tranggle.com/profile_other/track_view/csh1648/CERT/ALL/2019/1047","1440.00","10.63","204.00","59.00","0.40","0.74","0.30","0","ACCEPT","0","2019-09-30 14:44:03","2019-12-17 21:00:35","398123","I","20190930144403000","20191217090000","20191217090035","S","trk_tx_191217210000002003"
"398131","UCHK","상주산_20190101_103720","상주산_20190101_103720","힐링~~","인천광역시","강화군 삼산면","NA","기타","https://www.tranggle.com/profile_other/track_view/csh1648/CERT/ALL/2019/6101","3187.00","8.60","276.00","18.00","1.30","0.70","1.19","0","ACCEPT","0","2019-09-30 14:44:04","2019-12-17 21:00:35","398131","I","20190930144404000","20191217090000","20191217090035","S","trk_tx_191217210000002003"
"398132","UCHK","충청북도영동군_20190101_100829","충청북도영동군_20190101_100829","충청북도영동군_20190101_100829","충청북도","영동군 양강면","NA","기타","https://www.tranggle.com/profile_other/track_view/csh1648/CERT/ALL/2019/6102","514.00","5.67","181.00","141.00","0.10","0.30","0.20","0","ACCEPT","0","2019-09-30 14:44:05","2019-12-17 21:00:35","398132","I","20190930144405000","20191217090000","20191217090035","S","trk_tx_191217210000002003"
"398133","UCHK","충북단양군_20190101_052019","충북단양군_20190101_052019","충북단양군_20190101_052019","충청북도","단양군 가곡면","NA","기타","https://www.tranggle.com/profile_other/track_view/csh1648/CERT/ALL/2019/5085","5206.00","0.00","1453.00","452.00","0.00","0.00","0.00","0","ACCEPT","0","2019-09-30 14:44:05","2019-12-17 21:00:35","398133","I","20190930144405000","20191217090000","20191217090035","S","trk_tx_191217210000002003"
"398134","UCHK","미륵산_20190101_063927","미륵산_20190101_063927","미륵산_20190101_063927","전라북도","익산시 금마면","NA","기타","https://www.tranggle.com/profile_other/track_view/csh1648/CERT/ALL/2019/3060","6078.00","8.69","484.00","67.00","0.40","4.00","1.10","0","ACCEPT","0","2019-09-30 14:44:05","2019-12-17 21:00:35","398134","I","20190930144405000","20191217090000","20191217090035","S","trk_tx_191217210000002003"
"398136","UCHK","봉황산-금오산-금오산금오봉_20190101_034855","봉황산-금오산-금오산금오봉_20190101_034855","봉황산-금오산-금오산금오봉_20190101_034855","전라남도","여수시 돌산읍","NA","기타","https://www.tranggle.com/profile_other/track_view/csh1648/CERT/ALL/2019/2053","9750.00","7.15","470.00","40.00","2.25","5.60","1.90","0","ACCEPT","0","2019-09-30 14:44:05","2019-12-17 21:00:35","398136","I","20190930144405000","20191217090000","20191217090035","S","trk_tx_191217210000002003"
"398137","UCHK","대구광역시남구_20190101_062707","대구광역시남구_20190101_062707","대구광역시남구_20190101_062707","대구광역시","남구 봉덕2동","NA","기타","https://www.tranggle.com/profile_other/track_view/csh1648/CERT/ALL/2019/1049","2391.00","9.62","582.00","228.00","1.69","0.70","0.00","0","ACCEPT","0","2019-09-30 14:44:05","2019-12-17 21:00:35","398137","I","20190930144405000","20191217090000","20191217090035","S","trk_tx_191217210000002003"
"398139","UCHK","마두봉-향로봉_20190101_045300","마두봉-향로봉_20190101_045300","2019년 1월 1일 내연산 향로봉","경상북도","포항시 북구 죽장면","NA","기타","https://www.tranggle.com/profile_other/track_view/csh1648/CERT/ALL/2019/4074","7214.00","12.25","968.00","309.00","2.60","1.90","2.71","0","ACCEPT","0","2019-09-30 14:44:07","2019-12-17 21:00:35","398139","I","20190930144407000","20191217090000","20191217090035","S","trk_tx_191217210000002003"
"398140","UCHK","형제봉_20190101_062420","형제봉_20190101_062420","형제봉_20190101_062420","경기도","수원시 영통구 광교1동","NA","기타","https://www.tranggle.com/profile_other/track_view/csh1648/CERT/ALL/2019/2054","6182.00","9.54","507.00","121.00","1.90","1.90","2.28","0","ACCEPT","0","2019-09-30 14:44:07","2019-12-17 21:00:35","398140","I","20190930144407000","20191217090000","20191217090035","S","trk_tx_191217210000002003"
"398144","UCHK","고룡산_일출_2019_20190101_064734","고룡산_일출_2019_20190101_064734","고룡산_일출_2019_20190101_064734","충청남도","아산시 영인면","NA","기타","https://www.tranggle.com/profile_other/track_view/csh1648/CERT/ALL/2019/4075","3488.00","9.23","323.00","47.00","0.80","1.39","1.30","0","ACCEPT","0","2019-09-30 14:44:09","2019-12-17 21:00:35","398144","I","20190930144409000","20191217090000","20191217090035","S","trk_tx_191217210000002003"
"398145","UCHK","광양 가야산   시루봉 가야산","광양 가야산   시루봉 가야산","광양만 조망이 일품인 산림청 숨은명산250","전라남도","광양시 옥곡면","NA","기타","https://www.tranggle.com/profile_other/track_view/csh1648/CERT/ALL/2019/6104","5257.00","10.29","524.00","42.00","1.90","2.26","1.10","0","ACCEPT","0","2019-09-30 14:44:09","2019-12-17 21:00:35","398145","I","20190930144409000","20191217090000","20191217090035","S","trk_tx_191217210000002003"
"398146","UCHK","고산골공룡공원-산성산_20190101_061547","고산골공룡공원-산성산_20190101_061547","고산골공룡공원-산성산_20190101_061547","대구광역시","남구 봉덕2동","NA","기타","https://www.tranggle.com/profile_other/track_view/csh1648/CERT/ALL/2019/2055","6100.00","18.70","684.00","97.00","3.10","1.10","1.10","0","ACCEPT","0","2019-09-30 14:44:10","2019-12-17 21:00:35","398146","I","20190930144410000","20191217090000","20191217090035","S","trk_tx_191217210000002003"
"398150","UCHK","태백산장군봉-태백산_20190101_040204","태백산장군봉-태백산_20190101_040204","태백산장군봉-태백산_20190101_040204","강원도","태백시 문곡소도동","NA","기타","https://www.tranggle.com/profile_other/track_view/csh1648/CERT/ALL/2019/3062","8212.00","10.27","1594.00","916.00","3.00","2.50","2.70","0","ACCEPT","0","2019-09-30 14:44:12","2019-12-17 21:00:35","398150","I","20190930144412000","20191217090000","20191217090035","S","trk_tx_191217210000002003"
"398152","UCHK","소백산비로봉-삼가탐방지원센터_20190101_044850","소백산비로봉-삼가탐방지원센터_20190101_044850","소백산비로봉-삼가탐방지원센터_20190101_044850","경상북도","영주시 풍기읍","NA","기타","https://www.tranggle.com/profile_other/track_view/csh1648/CERT/ALL/2019/4076","7118.00","15.16","1469.00","613.00","3.30","0.30","3.52","0","ACCEPT","0","2019-09-30 14:44:13","2019-12-17 21:00:35","398152","I","20190930144413000","20191217090000","20191217090035","S","trk_tx_191217210000002003"
"398153","UCHK","칠보산_20190101_064114","칠보산_20190101_064114","칠보산_20190101_064114","경기도","수원시 권선구 금곡동","NA","기타","https://www.tranggle.com/profile_other/track_view/csh1648/CERT/ALL/2019/1051","4716.00","2.55","254.00","78.00","0.70","3.90","0.10","0","ACCEPT","0","2019-09-30 14:44:13","2019-12-17 21:00:35","398153","I","20190930144413000","20191217090000","20191217090035","S","trk_tx_191217210000002003"
"398154","UCHK","불곡산_20190101_065026","불곡산_20190101_065026","불곡산_20190101_065026","경기도","성남시 분당구 구미1동","NA","기타","https://www.tranggle.com/profile_other/track_view/csh1648/CERT/ALL/2019/2057","5661.00","5.95","353.00","83.00","1.20","2.66","1.70","0","ACCEPT","0","2019-09-30 14:44:14","2019-12-17 21:00:35","398154","I","20190930144414000","20191217090000","20191217090035","S","trk_tx_191217210000002003"
"398156","UCHK","아미산_20190101_070020","아미산_20190101_070020","아미산_20190101_070020","충청남도","당진시 면천면","NA","기타","https://www.tranggle.com/profile_other/track_view/csh1648/CERT/ALL/2019/1052","2437.00","11.54","373.00","129.00","0.90","0.50","1.00","0","ACCEPT","0","2019-09-30 14:44:15","2019-12-17 21:00:35","398156","I","20190930144415000","20191217090000","20191217090035","S","trk_tx_191217210000002003"
"398158","UCHK","금수봉_20190101_062826","금수봉_20190101_062826","금수봉_20190101_062826","대전광역시","유성구 진잠동","NA","대전광역시 유성구","https://www.tranggle.com/profile_other/track_view/csh1648/CERT/ALL/2019/2058","5080.00","8.83","473.00","112.00","1.20","2.68","1.20","0","ACCEPT","0","2019-09-30 14:44:15","2019-12-17 21:00:35","398158","I","20190930144415000","20191217090000","20191217090035","S","trk_tx_191217210000002003"
"398159","UCHK","함백산_20190101_060913","함백산_20190101_060913","함백산_20190101_060913","강원도","태백시 문곡소도동","NA","기타","https://www.tranggle.com/profile_other/track_view/csh1648/CERT/ALL/2019/1053","852.00","11.98","1592.00","1349.00","0.70","0.64","0.00","0","ACCEPT","0","2019-09-30 14:44:15","2019-12-17 21:00:35","398159","I","20190930144415000","20191217090000","20191217090035","S","trk_tx_191217210000002003"
"398160","UCHK","어승생악_20190101_081248","어승생악_20190101_081248","어승생악_20190101_081248","제주특별자치도","제주시 노형동","NA","기타","https://www.tranggle.com/profile_other/track_view/csh1648/CERT/ALL/2019/4077","3856.00","7.34","1197.00","949.00","0.90","1.96","1.00","0","ACCEPT","0","2019-09-30 14:44:15","2019-12-17 21:00:35","398160","I","20190930144415000","20191217090000","20191217090035","S","trk_tx_191217210000002003"
"398161","UCHK","팔룡산_20190101_091531","팔룡산_20190101_091531","팔룡산_20190101_091531","경상남도","창원시 마산회원구 양덕2동","NA","기타","https://www.tranggle.com/profile_other/track_view/csh1648/CERT/ALL/2019/5090","4445.00","8.84","364.00","16.00","1.20","1.90","1.34","0","ACCEPT","0","2019-09-30 14:44:16","2019-12-17 21:00:35","398161","I","20190930144416000","20191217090000","20191217090035","S","trk_tx_191217210000002003"
"398162","UCHK","의상봉-원효봉-금정산고당봉_20190101_050344","의상봉-원효봉-금정산고당봉_20190101_050344","의상봉-원효봉-금정산고당봉_20190101_050344","부산광역시","금정구 금성동","NA","기타","https://www.tranggle.com/profile_other/track_view/csh1648/CERT/ALL/2019/3063","3765.00","7.34","827.00","311.00","2.35","2.60","0.30","0","ACCEPT","0","2019-09-30 14:44:16","2019-12-17 21:00:35","398162","I","20190930144416000","20191217090000","20191217090035","S","trk_tx_191217210000002003"
"398163","UCHK","경기도시흥시_20190101_071301","경기도시흥시_20190101_071301","경기도시흥시_20190101_071301","경기도","시흥시 신천동","NA","기타","https://www.tranggle.com/profile_other/track_view/csh1648/CERT/ALL/2019/1054","2212.00","8.73","235.00","76.00","0.30","1.20","0.70","0","ACCEPT","0","2019-09-30 14:44:17","2019-12-17 21:00:35","398163","I","20190930144417000","20191217090000","20191217090035","S","trk_tx_191217210000002003"
"398164","UCHK","성남시_영장산_산행_2019년_1월1일_10시_20190101_101056","성남시_영장산_산행_2019년_1월1일_10시_20190101_101056","성남시_영장산_산행_2019년_1월1일_10시_20190101_101056","경기도","성남시 분당구 이매1동","NA","기타","https://www.tranggle.com/profile_other/track_view/csh1648/CERT/ALL/2019/5091","1619.00","7.56","255.00","76.00","0.20","0.50","0.90","0","ACCEPT","0","2019-09-30 14:44:17","2019-12-17 21:00:35","398164","I","20190930144417000","20191217090000","20191217090035","S","trk_tx_191217210000002003"
"398166","UCHK","일광산_20190101_064735","일광산_20190101_064735","일광산_20190101_064735","부산광역시","기장군 기장읍","NA","기타","https://www.tranggle.com/profile_other/track_view/csh1648/CERT/ALL/2019/2059","5528.00","8.88","445.00","58.00","1.70","1.73","2.10","0","ACCEPT","0","2019-09-30 14:44:19","2019-12-17 21:00:35","398166","I","20190930144419000","20191217090000","20191217090035","S","trk_tx_191217210000002003"
"398167","UCHK","국사봉-이수봉-석기봉-청계산망경대-매봉-판교제4호판교-금토산_20190101_054000","국사봉-이수봉-석기봉-청계산망경대-매봉-판교제4호판교-금토산_20190101_054000","국사봉-이수봉-석기봉-청계산망경대-매봉-판교제4호판교-금토산_20190101_054000","경기도","성남시 분당구 운중동","NA","기타","https://www.tranggle.com/profile_other/track_view/csh1648/CERT/ALL/2019/6105","15817.00","11.21","623.00","78.00","5.30","4.27","6.24","0","ACCEPT","0","2019-09-30 14:44:19","2019-12-17 21:00:35","398167","I","20190930144419000","20191217090000","20191217090035","S","trk_tx_191217210000002003"
"398170","UCHK","관악산연주대_20190101_053731","관악산연주대_20190101_053731","관악산연주대_20190101_053731","서울특별시","관악구 남현동","NA","기타","https://www.tranggle.com/profile_other/track_view/csh1648/CERT/ALL/2019/4080","919.00","4.74","664.00","100.00","0.10","0.25","0.30","0","ACCEPT","0","2019-09-30 14:44:19","2019-12-17 21:00:35","398170","I","20190930144419000","20191217090000","20191217090035","S","trk_tx_191217210000002003"
"398173","UCHK","서봉산_20190101_055206","서봉산_20190101_055206","서봉산_20190101_055206","경기도","화성시 봉담읍","NA","기타","https://www.tranggle.com/profile_other/track_view/csh1648/CERT/ALL/2019/1055","8242.00","3.69","275.00","58.00","1.00","5.84","1.40","0","ACCEPT","0","2019-09-30 14:44:22","2019-12-17 21:00:35","398173","I","20190930144422000","20191217090000","20191217090035","S","trk_tx_191217210000002003"
"398175","UCHK","서울특별시광진구_20190101_070126","서울특별시광진구_20190101_070126","서울특별시광진구_20190101_070126","서울특별시","광진구 자양1동","NA","기타","https://www.tranggle.com/profile_other/track_view/csh1648/CERT/ALL/2019/2060","5695.00","3.02","155.00","37.00","0.40","4.40","0.90","0","ACCEPT","0","2019-09-30 14:44:22","2019-12-17 21:00:35","398175","I","20190930144422000","20191217090000","20191217090035","S","trk_tx_191217210000002003"
"398176","UCHK","서울특별시도봉구_20190101_052907","서울특별시도봉구_20190101_052907","도봉산","서울특별시","도봉구 도봉1동","NA","서울특별시 도봉구","https://www.tranggle.com/profile_other/track_view/csh1648/CERT/ALL/2019/4081","8995.00","8.60","711.00","31.00","2.70","4.62","2.80","0","ACCEPT","0","2019-09-30 14:44:22","2019-12-17 21:00:35","398176","I","20190930144422000","20191217090000","20191217090035","S","trk_tx_191217210000002003"
"398177","UCHK","중봉-가지산_20190101_050526","중봉-가지산_20190101_050526","중봉-가지산_20190101_050526","경상남도","밀양시 산내면","NA","기타","https://www.tranggle.com/profile_other/track_view/csh1648/CERT/ALL/2019/3065","5964.00","13.06","1258.00","670.00","2.30","1.90","1.76","0","ACCEPT","0","2019-09-30 14:44:22","2019-12-17 21:00:35","398177","I","20190930144422000","20191217090000","20191217090035","S","trk_tx_191217210000002003"
"398179","UCHK","울산광역시북구 무룡산 일출_20190101_053629","울산광역시북구 무룡산 일출_20190101_053629","울산광역시북구 무룡산 일출_20190101_053629","울산광역시","북구 송정동","NA","울산광역시 북구","https://www.tranggle.com/profile_other/track_view/csh1648/CERT/ALL/2019/2061","7071.00","10.80","445.00","64.00","2.60","1.77","2.70","0","ACCEPT","0","2019-09-30 14:44:24","2019-12-17 21:00:35","398179","I","20190930144424000","20191217090000","20191217090035","S","trk_tx_191217210000002003"
"398180","UCHK","제주특별자치도_20190101_020959","제주특별자치도_20190101_020959","제주특별자치도_20190101_020959","제주특별자치도","제주시 조천읍","NA","제주특별자치도","https://www.tranggle.com/profile_other/track_view/csh1648/CERT/ALL/2019/6106","18144.00","13.72","1927.00","584.00","7.65","2.49","7.99","0","ACCEPT","0","2019-09-30 14:44:24","2019-12-17 21:00:35","398180","I","20190930144424000","20191217090000","20191217090035","S","trk_tx_191217210000002003"
"398182","UCHK","월악산영봉_20190101_084439","월악산영봉_20190101_084439","월악산영봉_20190101_084439","충청북도","제천시 덕산면","NA","기타","https://www.tranggle.com/profile_other/track_view/csh1648/CERT/ALL/2019/6107","6454.00","15.84","1112.00","288.00","2.40","1.55","2.50","0","ACCEPT","0","2019-09-30 14:44:26","2019-12-17 21:00:35","398182","I","20190930144426000","20191217090000","20191217090035","S","trk_tx_191217210000002003"
"398183","UCHK","관악산연주대_20190101_053833","관악산연주대_20190101_053833","관악산연주대_20190101_053833","경기도","과천시 중앙동","NA","기타","https://www.tranggle.com/profile_other/track_view/csh1648/CERT/ALL/2019/4082","7583.00","9.28","657.00","93.00","1.80","2.68","2.50","0","ACCEPT","0","2019-09-30 14:44:27","2019-12-17 21:00:35","398183","I","20190930144427000","20191217090000","20191217090035","S","trk_tx_191217210000002003"
"398185","UCHK","신불산_20190101_041812","신불산_20190101_041812","신불산_20190101_041812","울산광역시","울주군 상북면","NA","기타","https://www.tranggle.com/profile_other/track_view/csh1648/CERT/ALL/2019/5093","13486.00","11.14","1190.00","208.00","2.76","4.60","4.95","0","ACCEPT","0","2019-09-30 14:44:28","2019-12-17 21:00:35","398185","I","20190930144428000","20191217090000","20191217090035","S","trk_tx_191217210000002003"
"398186","UCHK","마니산_20190101_054129","마니산_20190101_054129","마니산_20190101_054129","인천광역시","강화군 화도면","NA","기타","https://www.tranggle.com/profile_other/track_view/csh1648/CERT/ALL/2019/2062","5606.00","6.80","484.00","138.00","1.20","3.40","1.00","0","ACCEPT","0","2019-09-30 14:44:28","2019-12-17 21:00:35","398186","I","20190930144428000","20191217090000","20191217090035","S","trk_tx_191217210000002003"
"398189","UCHK","2호근린공원도청이전-검무산_20190101_070650","2호근린공원도청이전-검무산_20190101_070650","2호근린공원도청이전-검무산_20190101_070650","경상북도","예천군 호명면","NA","기타","https://www.tranggle.com/profile_other/track_view/csh1648/CERT/ALL/2019/1058","4303.00","6.30","363.00","132.00","0.90","2.40","1.00","0","ACCEPT","0","2019-09-30 14:44:29","2019-12-17 21:00:35","398189","I","20190930144429000","20191217090000","20191217090035","S","trk_tx_191217210000002003"
"398192","UCHK","경상북도구미시_20190101_052232","경상북도구미시_20190101_052232","경상북도구미시_20190101_052232","경상북도","구미시 선주원남동","NA","기타","https://www.tranggle.com/profile_other/track_view/csh1648/CERT/ALL/2019/6109","696.00","21.76","1019.00","189.00","0.30","0.16","0.30","0","ACCEPT","0","2019-09-30 14:44:30","2019-12-17 21:00:35","398192","I","20190930144430000","20191217090000","20191217090035","S","trk_tx_191217210000002003"
"398194","UCHK","전마산_일출산행_20190101_053110","전마산_일출산행_20190101_053110","전마산_일출산행_20190101_053110","경기도","남양주시 화도읍","NA","기타","https://www.tranggle.com/profile_other/track_view/csh1648/CERT/ALL/2019/4085","4162.00","13.89","832.00","170.00","0.50","0.60","2.50","0","ACCEPT","0","2019-09-30 14:44:31","2019-12-17 21:00:35","398194","I","20190930144431000","20191217090000","20191217090035","S","trk_tx_191217210000002003"
